SourceType,SourceID,Shielding,PhotonEnergy,CountRate
HEU,1,0,853,1.27E+00
HEU,1,0,855,1.28E+00
HEU,1,0,857,1.29E+00
HEU,1,0,859,1.29E+00
HEU,1,0,861,1.29E+00
HEU,1,0,863,1.29E+00
HEU,1,0,865,1.28E+00
HEU,1,0,867,1.27E+00
HEU,1,0,869,1.26E+00
HEU,1,0,871,1.24E+00
HEU,1,0,873,1.22E+00
HEU,1,0,875,1.20E+00
HEU,1,0,877,1.18E+00
HEU,1,0,879,1.16E+00
HEU,1,0,881,1.13E+00
HEU,1,0,883,1.10E+00
HEU,1,0,885,1.08E+00
HEU,1,0,887,1.05E+00
HEU,1,0,889,1.02E+00
HEU,1,0,891,9.95E-01
HEU,1,0,893,9.68E-01
HEU,1,0,895,9.43E-01
HEU,1,0,897,9.17E-01
HEU,1,0,899,8.93E-01
HEU,1,0,901,8.71E-01
HEU,1,0,903,8.50E-01
HEU,1,0,905,8.30E-01
HEU,1,0,907,8.12E-01
HEU,1,0,909,7.95E-01
HEU,1,0,911,7.80E-01
HEU,1,0,913,7.67E-01
HEU,1,0,915,7.54E-01
HEU,1,0,917,7.44E-01
HEU,1,0,919,7.35E-01
HEU,1,0,921,7.27E-01
HEU,1,0,923,7.21E-01
HEU,1,0,925,7.16E-01
HEU,1,0,927,7.12E-01
HEU,1,0,929,7.09E-01
HEU,1,0,931,7.07E-01
HEU,1,0,933,7.07E-01
HEU,1,0,935,7.07E-01
HEU,1,0,937,7.09E-01
HEU,1,0,939,7.11E-01
HEU,1,0,941,7.15E-01
HEU,1,0,943,7.20E-01
HEU,1,0,945,7.26E-01
HEU,1,0,947,7.33E-01
HEU,1,0,949,7.41E-01
HEU,1,0,951,7.50E-01
HEU,1,0,953,7.61E-01
HEU,1,0,955,7.72E-01
HEU,1,0,957,7.85E-01
HEU,1,0,959,7.98E-01
HEU,1,0,961,8.12E-01
HEU,1,0,963,8.28E-01
HEU,1,0,965,8.43E-01
HEU,1,0,967,8.60E-01
HEU,1,0,969,8.77E-01
HEU,1,0,971,8.95E-01
HEU,1,0,973,9.13E-01
HEU,1,0,975,9.30E-01
HEU,1,0,977,9.48E-01
HEU,1,0,979,9.65E-01
HEU,1,0,981,9.81E-01
HEU,1,0,983,9.96E-01
HEU,1,0,985,1.01E+00
HEU,1,0,987,1.02E+00
HEU,1,0,989,1.03E+00
HEU,1,0,991,1.04E+00
HEU,1,0,993,1.05E+00
HEU,1,0,995,1.06E+00
HEU,1,0,997,1.06E+00
HEU,1,0,999,1.06E+00
HEU,1,0,1001,1.06E+00
HEU,1,0,1003,1.05E+00
HEU,1,0,1005,1.04E+00
HEU,1,0,1007,1.04E+00
HEU,1,0,1009,1.02E+00
HEU,1,0,1011,1.01E+00
HEU,1,0,1013,9.95E-01
HEU,1,0,1015,9.78E-01
HEU,1,0,1017,9.59E-01
HEU,1,0,1019,9.39E-01
HEU,1,0,1021,9.18E-01
HEU,1,0,1023,8.97E-01
HEU,1,0,1025,8.74E-01
HEU,1,0,1027,8.52E-01
HEU,1,0,1029,8.30E-01
HEU,1,0,1031,8.07E-01
HEU,1,0,1033,7.86E-01
HEU,1,0,1035,7.64E-01
HEU,1,0,1037,7.44E-01
HEU,1,0,1039,7.25E-01
HEU,1,0,1041,7.06E-01
HEU,1,0,1043,6.89E-01
HEU,1,0,1045,6.73E-01
HEU,1,0,1047,6.59E-01
HEU,1,0,1049,6.45E-01
HEU,1,0,1051,6.33E-01
HEU,1,0,1053,6.22E-01
HEU,1,0,1055,6.12E-01
HEU,1,0,1057,6.04E-01
HEU,1,0,1059,5.96E-01
HEU,1,0,1061,5.90E-01
HEU,1,0,1063,5.84E-01
HEU,1,0,1065,5.79E-01
HEU,1,0,1067,5.74E-01
HEU,1,0,1069,5.71E-01
HEU,1,0,1071,5.67E-01
HEU,1,0,1073,5.64E-01
HEU,1,0,1075,5.62E-01
HEU,1,0,1077,5.59E-01
HEU,1,0,1079,5.57E-01
HEU,1,0,1081,5.55E-01
HEU,1,0,1083,5.53E-01
HEU,1,0,1085,5.51E-01
HEU,1,0,1087,5.48E-01
HEU,1,0,1089,5.46E-01
HEU,1,0,1091,5.43E-01
HEU,1,0,1093,5.41E-01
HEU,1,0,1095,5.38E-01
HEU,1,0,1097,5.35E-01
HEU,1,0,1099,5.32E-01
HEU,1,0,1101,5.29E-01
HEU,1,0,1103,5.25E-01
HEU,1,0,1105,5.22E-01
HEU,1,0,1107,5.19E-01
HEU,1,0,1109,5.15E-01
HEU,1,0,1111,5.12E-01
HEU,1,0,1113,5.08E-01
HEU,1,0,1115,5.04E-01
HEU,1,0,1117,5.01E-01
HEU,1,0,1119,4.97E-01
HEU,1,0,1121,4.94E-01
HEU,1,0,1123,4.90E-01
HEU,1,0,1125,4.87E-01
HEU,1,0,1127,4.84E-01
HEU,1,0,1129,4.80E-01
HEU,1,0,1131,4.77E-01
HEU,1,0,1133,4.74E-01
HEU,1,0,1135,4.72E-01
HEU,1,0,1137,4.69E-01
HEU,1,0,1139,4.66E-01
HEU,1,0,1141,4.64E-01
HEU,1,0,1143,4.62E-01
HEU,1,0,1145,4.59E-01
HEU,1,0,1147,4.57E-01
HEU,1,0,1149,4.56E-01
HEU,1,0,1151,4.54E-01
HEU,1,0,1153,4.52E-01
HEU,1,0,1155,4.51E-01
HEU,1,0,1157,4.49E-01
HEU,1,0,1159,4.48E-01
HEU,1,0,1161,4.47E-01
HEU,1,0,1163,4.45E-01
HEU,1,0,1165,4.44E-01
HEU,1,0,1167,4.43E-01
HEU,1,0,1169,4.43E-01
HEU,1,0,1171,4.42E-01
HEU,1,0,1173,4.41E-01
HEU,1,0,1175,4.40E-01
HEU,1,0,1177,4.40E-01
HEU,1,0,1179,4.39E-01
HEU,1,0,1181,4.39E-01
HEU,1,0,1183,4.38E-01
HEU,1,0,1185,4.38E-01
HEU,1,0,1187,4.37E-01
HEU,1,0,1189,4.37E-01
HEU,1,0,1191,4.36E-01
HEU,1,0,1193,4.36E-01
HEU,1,0,1195,4.36E-01
HEU,1,0,1197,4.35E-01
HEU,1,0,1199,4.35E-01
HEU,1,0,1201,4.35E-01
HEU,1,0,1203,4.34E-01
HEU,1,0,1205,4.34E-01
HEU,1,0,1207,4.34E-01
HEU,1,0,1209,4.33E-01
HEU,1,0,1211,4.33E-01
HEU,1,0,1213,4.32E-01
HEU,1,0,1215,4.32E-01
HEU,1,0,1217,4.31E-01
HEU,1,0,1219,4.31E-01
HEU,1,0,1221,4.30E-01
HEU,1,0,1223,4.30E-01
HEU,1,0,1225,4.29E-01
HEU,1,0,1227,4.29E-01
HEU,1,0,1229,4.28E-01
HEU,1,0,1231,4.28E-01
HEU,1,0,1233,4.27E-01
HEU,1,0,1235,4.26E-01
HEU,1,0,1237,4.26E-01
HEU,1,0,1239,4.25E-01
HEU,1,0,1241,4.24E-01
HEU,1,0,1243,4.23E-01
HEU,1,0,1245,4.23E-01
HEU,1,0,1247,4.22E-01
HEU,1,0,1249,4.21E-01
HEU,1,0,1251,4.20E-01
HEU,1,0,1253,4.19E-01
HEU,1,0,1255,4.18E-01
HEU,1,0,1257,4.18E-01
HEU,1,0,1259,4.17E-01
HEU,1,0,1261,4.16E-01
HEU,1,0,1263,4.15E-01
HEU,1,0,1265,4.14E-01
HEU,1,0,1267,4.13E-01
HEU,1,0,1269,4.13E-01
HEU,1,0,1271,4.12E-01
HEU,1,0,1273,4.11E-01
HEU,1,0,1275,4.10E-01
HEU,1,0,1277,4.09E-01
HEU,1,0,1279,4.09E-01
HEU,1,0,1281,4.08E-01
HEU,1,0,1283,4.07E-01
HEU,1,0,1285,4.06E-01
HEU,1,0,1287,4.06E-01
HEU,1,0,1289,4.05E-01
HEU,1,0,1291,4.04E-01
HEU,1,0,1293,4.04E-01
HEU,1,0,1295,4.03E-01
HEU,1,0,1297,4.02E-01
HEU,1,0,1299,4.02E-01
HEU,1,0,1301,4.01E-01
HEU,1,0,1303,4.01E-01
HEU,1,0,1305,4.00E-01
HEU,1,0,1307,4.00E-01
HEU,1,0,1309,3.99E-01
HEU,1,0,1311,3.99E-01
HEU,1,0,1313,3.99E-01
HEU,1,0,1315,3.98E-01
HEU,1,0,1317,3.98E-01
HEU,1,0,1319,3.98E-01
HEU,1,0,1321,3.97E-01
HEU,1,0,1323,3.97E-01
HEU,1,0,1325,3.97E-01
HEU,1,0,1327,3.97E-01
HEU,1,0,1329,3.97E-01
HEU,1,0,1331,3.97E-01
HEU,1,0,1333,3.96E-01
HEU,1,0,1335,3.96E-01
HEU,1,0,1337,3.96E-01
HEU,1,0,1339,3.96E-01
HEU,1,0,1341,3.96E-01
HEU,1,0,1343,3.96E-01
HEU,1,0,1345,3.96E-01
HEU,1,0,1347,3.96E-01
HEU,1,0,1349,3.96E-01
HEU,1,0,1351,3.96E-01
HEU,1,0,1353,3.96E-01
HEU,1,0,1355,3.96E-01
HEU,1,0,1357,3.97E-01
HEU,1,0,1359,3.97E-01
HEU,1,0,1361,3.97E-01
HEU,1,0,1363,3.97E-01
HEU,1,0,1365,3.97E-01
HEU,1,0,1367,3.97E-01
HEU,1,0,1369,3.97E-01
HEU,1,0,1371,3.97E-01
HEU,1,0,1373,3.97E-01
HEU,1,0,1375,3.96E-01
HEU,1,0,1377,3.96E-01
HEU,1,0,1379,3.96E-01
HEU,1,0,1381,3.96E-01
HEU,1,0,1383,3.96E-01
HEU,1,0,1385,3.96E-01
HEU,1,0,1387,3.96E-01
HEU,1,0,1389,3.95E-01
HEU,1,0,1391,3.95E-01
HEU,1,0,1393,3.95E-01
HEU,1,0,1395,3.94E-01
HEU,1,0,1397,3.94E-01
HEU,1,0,1399,3.93E-01
HEU,1,0,1401,3.93E-01
HEU,1,0,1403,3.93E-01
HEU,1,0,1405,3.92E-01
HEU,1,0,1407,3.92E-01
HEU,1,0,1409,3.91E-01
HEU,1,0,1411,3.91E-01
HEU,1,0,1413,3.90E-01
HEU,1,0,1415,3.89E-01
HEU,1,0,1417,3.89E-01
HEU,1,0,1419,3.88E-01
HEU,1,0,1421,3.88E-01
HEU,1,0,1423,3.87E-01
HEU,1,0,1425,3.87E-01
HEU,1,0,1427,3.86E-01
HEU,1,0,1429,3.86E-01
HEU,1,0,1431,3.85E-01
HEU,1,0,1433,3.84E-01
HEU,1,0,1435,3.84E-01
HEU,1,0,1437,3.84E-01
HEU,1,0,1439,3.83E-01
HEU,1,0,1441,3.83E-01
HEU,1,0,1443,3.83E-01
HEU,1,0,1445,3.82E-01
HEU,1,0,1447,3.82E-01
HEU,1,0,1449,3.82E-01
HEU,1,0,1451,3.82E-01
HEU,1,0,1453,3.82E-01
HEU,1,0,1455,3.82E-01
HEU,1,0,1457,3.82E-01
HEU,1,0,1459,3.82E-01
HEU,1,0,1461,3.82E-01
HEU,1,0,1463,3.82E-01
HEU,1,0,1465,3.83E-01
HEU,1,0,1467,3.83E-01
HEU,1,0,1469,3.84E-01
HEU,1,0,1471,3.84E-01
HEU,1,0,1473,3.85E-01
HEU,1,0,1475,3.85E-01
HEU,1,0,1477,3.86E-01
HEU,1,0,1479,3.87E-01
HEU,1,0,1481,3.88E-01
HEU,1,0,1483,3.88E-01
HEU,1,0,1485,3.89E-01
HEU,1,0,1487,3.90E-01
HEU,1,0,1489,3.91E-01
HEU,1,0,1491,3.92E-01
HEU,1,0,1493,3.94E-01
HEU,1,0,1495,3.95E-01
HEU,1,0,1497,3.96E-01
HEU,1,0,1499,3.97E-01
HEU,1,0,1501,3.99E-01
HEU,1,0,1503,4.00E-01
HEU,1,0,1505,4.02E-01
HEU,1,0,1507,4.03E-01
HEU,1,0,1509,4.05E-01
HEU,1,0,1511,4.07E-01
HEU,1,0,1513,4.09E-01
HEU,1,0,1515,4.11E-01
HEU,1,0,1517,4.13E-01
HEU,1,0,1519,4.15E-01
HEU,1,0,1521,4.17E-01
HEU,1,0,1523,4.20E-01
HEU,1,0,1525,4.23E-01
HEU,1,0,1527,4.25E-01
HEU,1,0,1529,4.28E-01
HEU,1,0,1531,4.31E-01
HEU,1,0,1533,4.35E-01
HEU,1,0,1535,4.38E-01
HEU,1,0,1537,4.42E-01
HEU,1,0,1539,4.46E-01
HEU,1,0,1541,4.50E-01
HEU,1,0,1543,4.54E-01
HEU,1,0,1545,4.59E-01
HEU,1,0,1547,4.64E-01
HEU,1,0,1549,4.69E-01
HEU,1,0,1551,4.74E-01
HEU,1,0,1553,4.79E-01
HEU,1,0,1555,4.85E-01
HEU,1,0,1557,4.90E-01
HEU,1,0,1559,4.96E-01
HEU,1,0,1561,5.02E-01
HEU,1,0,1563,5.08E-01
HEU,1,0,1565,5.14E-01
HEU,1,0,1567,5.20E-01
HEU,1,0,1569,5.26E-01
HEU,1,0,1571,5.33E-01
HEU,1,0,1573,5.39E-01
HEU,1,0,1575,5.45E-01
HEU,1,0,1577,5.50E-01
HEU,1,0,1579,5.56E-01
HEU,1,0,1581,5.62E-01
HEU,1,0,1583,5.67E-01
HEU,1,0,1585,5.72E-01
HEU,1,0,1587,5.77E-01
HEU,1,0,1589,5.81E-01
HEU,1,0,1591,5.85E-01
HEU,1,0,1593,5.89E-01
HEU,1,0,1595,5.92E-01
HEU,1,0,1597,5.95E-01
HEU,1,0,1599,5.97E-01
HEU,1,0,1601,5.99E-01
HEU,1,0,1603,6.01E-01
HEU,1,0,1605,6.02E-01
HEU,1,0,1607,6.02E-01
HEU,1,0,1609,6.02E-01
HEU,1,0,1611,6.02E-01
HEU,1,0,1613,6.01E-01
HEU,1,0,1615,6.00E-01
